day,tenant_id,tenant_name,plan,region,queries,storage_gb,compute_minutes,daily_spend
2026-06-20,t008,Hughes Ltd,growth,eu-central-1,1316,33.72,26.18,39.74
2026-06-21,t008,Hughes Ltd,growth,eu-central-1,2121,34.57,54.28,38.48
2026-06-22,t008,Hughes Ltd,growth,eu-central-1,3590,30.44,88.84,41.85
2026-06-23,t008,Hughes Ltd,growth,eu-central-1,3174,32.98,57.37,41.87
2026-06-24,t008,Hughes Ltd,growth,eu-central-1,3192,32.3,75.71,40.05
2026-06-25,t008,Hughes Ltd,growth,eu-central-1,3180,30.54,56.76,41.04
2026-06-26,t008,Hughes Ltd,growth,eu-central-1,2116,30.73,48.7,38.29
2026-06-27,t008,Hughes Ltd,growth,eu-central-1,1315,36.39,25.59,38.61
2026-06-28,t008,Hughes Ltd,growth,eu-central-1,1514,34.65,29.7,39.15
2026-06-29,t008,Hughes Ltd,growth,eu-central-1,2669,34.92,65.27,39.59
2026-06-30,t008,Hughes Ltd,growth,eu-central-1,2273,33.42,54.01,39.45
